Algoritmo,Topologia,Makespan(min),Energia Total (Kj),Energia Verde (kJ), Energia Marrom (Kj)
nearest,moheft_energy,333.15,8574.95,3333.49,5241.46
nearest,moheft_energy,333.67,8556.04,3302.38,5253.65
nearest,moheft_energy,336.8,8549.69,3302.82,5246.87
nearest,moheft_energy,336.89,8549.44,3302.82,5246.62
no_comm,moheft_energy,195.86,20296.85,8671.43,11625.42
no_comm,moheft_energy,345.01,8551.9,3064.96,5486.94
no_comm,moheft_energy,345.1,8547.92,3064.96,5482.95
no_comm,moheft_energy,345.32,8529.01,3044.15,5484.87
no_comm,moheft_energy,345.33,8529.0,3044.15,5484.86
no_comm,moheft_energy,345.36,8525.3,3053.95,5471.35
no_comm,moheft_energy,345.63,8521.6,3053.95,5467.65
no_comm,moheft_energy,345.77,8521.36,3055.68,5465.68
no_comm,moheft_energy,345.83,8521.06,3055.68,5465.38
no_comm,moheft_energy,346.31,8506.9,3022.93,5483.96
no_comm,moheft_energy,349.37,8501.67,3023.37,5478.3
spread -period 2,moheft_energy,195.44,20771.21,8896.18,11875.03
spread -period 2,moheft_energy,339.41,8677.76,3151.98,5525.77
spread -period 2,moheft_energy,339.43,8658.73,3136.06,5522.68
spread -period 2,moheft_energy,339.43,8639.71,3118.03,5521.69
spread -period 2,moheft_energy,339.51,8620.69,3093.15,5527.54
spread -period 2,moheft_energy,339.66,8598.51,3093.14,5505.38
spread -period 2,moheft_energy,339.69,8579.61,3093.14,5486.47
spread -period 2,moheft_energy,339.7,8560.69,3093.14,5467.55
spread -period 2,moheft_energy,339.72,8538.52,3092.28,5446.24
spread -period 2,moheft_energy,339.81,8519.61,3061.17,5458.44
spread -period 2,moheft_energy,340.27,8517.61,3061.31,5456.29
random_nearest,moheft_energy,192.5,19891.22,8700.52,11190.7
random_nearest,moheft_energy,350.5,8657.94,2956.33,5701.62
random_nearest,moheft_energy,351.27,8639.93,2947.84,5692.1
random_nearest,moheft_energy,351.28,8635.95,2947.84,5688.11
random_nearest,moheft_energy,351.49,8632.25,2957.64,5674.61
random_nearest,moheft_energy,351.56,8609.38,2957.64,5651.74
random_nearest,moheft_energy,351.67,8590.47,2957.64,5632.83
random_nearest,moheft_energy,351.78,8590.2,2947.84,5642.36
random_nearest,moheft_energy,352.0,8571.93,2934.47,5637.46
random_nearest,moheft_energy,352.01,8560.14,2934.3,5625.84
random_nearest,moheft_energy,352.29,8546.39,2936.04,5610.35
trivial,moheft_green_energy,177.93,19573.79,10115.68,9458.1
trivial,moheft_green_energy,208.41,13681.4,8279.2,5402.2
trivial,moheft_green_energy,208.68,13681.4,8280.49,5400.91
stencil_1d,moheft_green_energy,195.76,21269.64,9967.7,11301.94
stencil_1d,moheft_green_energy,615.52,12984.28,12129.45,854.83
stencil_1d,moheft_green_energy,615.78,13003.42,12160.78,842.64
stencil_1d,moheft_green_energy,615.85,13003.2,12170.31,832.89
stencil_1d,moheft_green_energy,618.68,13028.33,12202.66,825.67
stencil_1d,moheft_green_energy,619.2,13035.9,12218.31,817.59
stencil_1d,moheft_green_energy,619.22,13038.98,12230.03,808.95
stencil_1d,moheft_green_energy,619.86,13042.76,12242.44,800.32
stencil_1d,moheft_green_energy,620.35,13053.0,12260.76,792.24
stencil_1d,moheft_green_energy,620.45,13061.25,12269.6,791.65
stencil_1d,moheft_green_energy,620.68,13065.3,12282.28,783.02
stencil_1d_periodic,moheft_green_energy,194.14,21287.99,9355.45,11932.54
stencil_1d_periodic,moheft_green_energy,648.95,12708.26,12001.21,707.05
stencil_1d_periodic,moheft_green_energy,649.03,12718.59,12022.69,695.9
stencil_1d_periodic,moheft_green_energy,650.84,12732.1,12039.99,692.11
stencil_1d_periodic,moheft_green_energy,650.93,12728.71,12039.99,688.72
stencil_1d_periodic,moheft_green_energy,651.48,12736.75,12056.1,680.65
stencil_1d_periodic,moheft_green_energy,651.49,12740.8,12068.79,672.01
stencil_1d_periodic,moheft_green_energy,651.56,12736.09,12067.64,668.46
stencil_1d_periodic,moheft_green_energy,651.57,12732.75,12067.84,664.91
stencil_1d_periodic,moheft_green_energy,651.6,12744.52,12092.7,651.82
stencil_1d_periodic,moheft_green_energy,651.61,12748.57,12105.38,643.19
dom,moheft_green_energy,61.34,4165.18,2361.69,1803.49
dom,moheft_green_energy,161.07,2132.68,2037.2,95.48
dom,moheft_green_energy,161.17,2121.03,2026.09,94.94
dom,moheft_green_energy,163.14,2124.76,2032.47,92.29
dom,moheft_green_energy,163.14,2109.1,2027.13,81.97
dom,moheft_green_energy,165.44,2087.7,2005.97,81.73
dom,moheft_green_energy,165.58,2088.06,2017.56,70.5
dom,moheft_green_energy,165.7,2076.76,2007.54,69.22
dom,moheft_green_energy,169.3,2083.03,2017.76,65.28
dom,moheft_green_energy,171.67,2070.83,2007.36,63.47
dom,moheft_green_energy,171.78,2059.2,1996.11,63.09
tree,moheft_green_energy,193.29,18870.92,8959.25,9911.67
tree,moheft_green_energy,202.99,18391.97,9025.98,9365.99
tree,moheft_green_energy,808.53,11250.59,9133.83,2116.76
tree,moheft_green_energy,810.47,11237.49,9124.05,2113.44
tree,moheft_green_energy,812.69,11253.92,9145.97,2107.94
tree,moheft_green_energy,814.62,11241.47,9136.82,2104.65
tree,moheft_green_energy,816.84,11262.27,9162.62,2099.65
tree,moheft_green_energy,818.78,11244.82,9148.96,2095.86
tree,moheft_green_energy,821.0,11270.97,9179.64,2091.33
tree,moheft_green_energy,822.93,11248.17,9161.1,2087.07
tree,moheft_green_energy,827.09,11268.68,9188.42,2080.26
fft,moheft_green_energy,192.9,20635.32,9831.64,10803.68
fft,moheft_green_energy,637.48,13232.14,12439.71,792.43
fft,moheft_green_energy,637.49,13237.5,12447.65,789.85
fft,moheft_green_energy,637.54,13237.8,12457.45,780.35
fft,moheft_green_energy,637.62,13217.1,12457.45,759.65
fft,moheft_green_energy,637.79,13216.8,12459.19,757.6
fft,moheft_green_energy,637.81,13216.8,12460.93,755.86
fft,moheft_green_energy,638.1,13214.12,12476.44,737.68
fft,moheft_green_energy,638.1,13213.24,12505.84,707.39
fft,moheft_green_energy,638.28,13155.16,12456.69,698.47
fft,moheft_green_energy,638.57,13153.32,12456.55,696.77
nearest,moheft_green_energy,193.95,20797.52,9955.31,10842.2
nearest,moheft_green_energy,639.92,12962.46,12334.06,628.41
nearest,moheft_green_energy,639.96,12942.98,12315.39,627.59
nearest,moheft_green_energy,640.69,12961.45,12334.18,627.27
nearest,moheft_green_energy,640.86,12985.66,12369.9,615.76
nearest,moheft_green_energy,641.0,12990.92,12383.23,607.68
nearest,moheft_green_energy,641.22,12965.61,12361.33,604.29
nearest,moheft_green_energy,641.77,12969.66,12374.01,595.65
nearest,moheft_green_energy,642.11,12996.78,12409.21,587.58
nearest,moheft_green_energy,643.34,13006.09,12426.58,579.51
nearest,moheft_green_energy,643.42,13006.11,12435.24,570.87
no_comm,moheft_green_energy,195.15,20890.46,9244.82,11645.64
no_comm,moheft_green_energy,643.78,13030.92,12232.25,798.67
no_comm,moheft_green_energy,644.0,13030.64,12232.25,798.39
no_comm,moheft_green_energy,644.03,13038.08,12248.34,789.74
no_comm,moheft_green_energy,644.04,13036.52,12257.1,779.43
no_comm,moheft_green_energy,644.57,13046.99,12268.22,778.77
no_comm,moheft_green_energy,644.75,13066.13,12299.56,766.57
no_comm,moheft_green_energy,644.86,13043.02,12288.17,754.85
no_comm,moheft_green_energy,645.25,13036.46,12301.85,734.61
no_comm,moheft_green_energy,647.98,13081.7,12353.07,728.63
no_comm,moheft_green_energy,649.63,13006.05,12300.03,706.02
spread -period 2,moheft_green_energy,195.92,21495.36,9581.17,11914.19
spread -period 2,moheft_green_energy,644.77,13080.03,12400.88,679.14
spread -period 2,moheft_green_energy,644.86,13099.16,12432.22,666.94
spread -period 2,moheft_green_energy,646.09,13114.43,12448.34,666.09
spread -period 2,moheft_green_energy,647.73,13119.48,12473.64,645.84
spread -period 2,moheft_green_energy,648.08,13122.1,12487.89,634.21
spread -period 2,moheft_green_energy,648.2,13122.8,12500.78,622.02
spread -period 2,moheft_green_energy,648.72,13123.3,12513.46,609.83
spread -period 2,moheft_green_energy,649.69,13130.69,12521.88,608.81
spread -period 2,moheft_green_energy,649.89,13129.15,12527.6,601.55
spread -period 2,moheft_green_energy,650.63,13148.41,12548.28,600.14
random_nearest,moheft_green_energy,194.01,20910.06,9152.2,11757.86
random_nearest,moheft_green_energy,615.87,13447.43,12453.37,994.06
random_nearest,moheft_green_energy,616.91,13510.26,12527.26,983.0
random_nearest,moheft_green_energy,616.92,13464.03,12489.91,974.11
random_nearest,moheft_green_energy,617.02,13457.35,12485.13,972.23
random_nearest,moheft_green_energy,617.08,13457.41,12494.93,962.48
random_nearest,moheft_green_energy,617.66,13457.49,12506.77,950.71
random_nearest,moheft_green_energy,619.19,13485.91,12549.64,936.27
random_nearest,moheft_green_energy,619.27,13469.27,12537.69,931.58
random_nearest,moheft_green_energy,619.89,13501.15,12582.04,919.1
random_nearest,moheft_green_energy,622.76,13570.34,12686.51,883.83
