Algoritmo,Topologia,Makespan(min),Energia Total (Kj),Energia Verde (kJ), Energia Marrom (Kj)
moheft_energy,random_nearest,361.84,9684.77,2966.55,6718.22
moheft_energy,random_nearest,364.23,9679.26,2938.12,6741.14
moheft_energy,random_nearest,364.66,9663.92,2950.32,6713.6
moheft_green_energy,trivial,177.93,26241.14,10404.1,15837.03
moheft_green_energy,trivial,258.54,14626.26,7375.63,7250.64
moheft_green_energy,stencil_1d,199.05,32440.59,10105.44,22335.15
moheft_green_energy,stencil_1d,215.95,32722.11,10456.97,22265.14
moheft_green_energy,stencil_1d,220.78,32803.01,10542.25,22260.76
moheft_green_energy,stencil_1d,225.61,32936.16,10680.74,22255.42
moheft_green_energy,stencil_1d,716.35,16042.9,15168.63,874.27
moheft_green_energy,stencil_1d,716.43,16015.7,15183.7,832.0
moheft_green_energy,stencil_1d,716.58,16021.51,15196.38,825.13
moheft_green_energy,stencil_1d,716.73,16054.66,15235.72,818.94
moheft_green_energy,stencil_1d,718.16,16128.78,15317.02,811.77
moheft_green_energy,stencil_1d,718.89,16135.42,15335.57,799.84
moheft_green_energy,stencil_1d,720.98,16162.38,15368.07,794.31
moheft_green_energy,stencil_1d_periodic,236.21,32500.13,10196.02,22304.11
moheft_green_energy,stencil_1d_periodic,271.93,33104.39,11111.12,21993.27
moheft_green_energy,stencil_1d_periodic,271.95,33071.24,11082.45,21988.79
moheft_green_energy,stencil_1d_periodic,280.59,33127.73,11139.86,21987.87
moheft_green_energy,stencil_1d_periodic,285.42,33160.52,11174.49,21986.03
moheft_green_energy,stencil_1d_periodic,289.97,33038.3,11053.52,21984.78
moheft_green_energy,stencil_1d_periodic,292.42,33129.6,11151.86,21977.74
moheft_green_energy,stencil_1d_periodic,292.5,33118.73,11141.2,21977.53
moheft_green_energy,stencil_1d_periodic,297.33,33256.23,11285.54,21970.7
moheft_green_energy,stencil_1d_periodic,740.26,15770.86,15476.09,294.78
moheft_green_energy,stencil_1d_periodic,745.61,15802.24,15552.75,249.49
moheft_green_energy,dom,60.62,6256.18,2174.15,4082.03
moheft_green_energy,dom,197.17,2080.63,2056.46,24.17
moheft_green_energy,dom,197.17,2077.87,2054.31,23.56
moheft_green_energy,dom,199.14,2053.76,2030.34,23.42
moheft_green_energy,dom,199.14,2051.0,2028.24,22.76
moheft_green_energy,dom,203.39,2088.71,2067.79,20.92
moheft_green_energy,dom,203.39,2062.85,2043.04,19.82
moheft_green_energy,dom,203.4,2062.85,2043.38,19.47
moheft_green_energy,dom,205.36,2061.84,2043.17,18.67
moheft_green_energy,dom,205.36,2035.99,2018.46,17.52
moheft_green_energy,dom,205.36,2035.99,2018.86,17.13
moheft_green_energy,tree,193.17,31762.4,8780.34,22982.07
moheft_green_energy,tree,236.64,31284.57,9236.59,22047.99
moheft_green_energy,tree,239.01,31299.96,9253.69,22046.26
moheft_green_energy,tree,241.47,31317.3,9271.69,22045.61
moheft_green_energy,tree,246.3,31338.3,9299.5,22038.81
moheft_green_energy,tree,249.07,31351.13,9319.53,22031.6
moheft_green_energy,tree,251.12,31348.72,9323.67,22025.05
moheft_green_energy,tree,255.95,31365.24,9346.74,22018.5
moheft_green_energy,tree,259.14,31383.52,9370.15,22013.37
moheft_green_energy,tree,873.62,12212.63,12067.8,144.83
moheft_green_energy,tree,914.82,12521.48,12504.72,16.75
moheft_green_energy,fft,193.57,32453.41,9528.89,22924.52
moheft_green_energy,fft,266.86,31852.51,9978.47,21874.04
moheft_green_energy,fft,268.84,31854.43,9982.29,21872.13
moheft_green_energy,fft,271.69,31870.5,9999.91,21870.59
moheft_green_energy,fft,276.51,31896.67,10027.21,21869.47
moheft_green_energy,fft,280.9,31809.58,9941.43,21868.14
moheft_green_energy,fft,284.87,31861.24,9993.6,21867.64
moheft_green_energy,fft,286.35,31868.43,10001.25,21867.18
moheft_green_energy,fft,291.25,31891.49,10025.34,21866.15
moheft_green_energy,fft,296.51,31928.81,10062.94,21865.87
moheft_green_energy,fft,300.76,31946.98,10081.67,21865.3
moheft_green_energy,nearest,196.02,31372.77,9887.96,21484.82
moheft_green_energy,nearest,768.88,16664.96,16485.33,179.63
moheft_green_energy,nearest,769.68,16706.3,16535.71,170.59
moheft_green_energy,nearest,769.68,16711.82,16551.06,160.76
moheft_green_energy,nearest,770.03,16723.18,16570.05,153.14
moheft_green_energy,nearest,770.86,16728.72,16585.13,143.59
moheft_green_energy,nearest,771.12,16808.08,16665.44,142.65
moheft_green_energy,nearest,772.25,16864.81,16726.31,138.5
moheft_green_energy,nearest,774.33,16830.28,16694.08,136.19
moheft_green_energy,nearest,778.74,16833.91,16699.08,134.83
moheft_green_energy,nearest,794.64,16827.14,16695.47,131.68
moheft_green_energy,no_comm,398.36,33588.04,9830.65,23757.39
moheft_green_energy,no_comm,738.49,38770.83,16942.59,21828.24
moheft_green_energy,no_comm,739.81,38792.44,16977.07,21815.36
moheft_green_energy,no_comm,740.42,38803.98,16993.96,21810.02
moheft_green_energy,no_comm,745.34,38855.41,17048.59,21806.82
moheft_green_energy,no_comm,747.33,38961.96,17156.37,21805.59
moheft_green_energy,no_comm,748.24,39009.9,17205.92,21803.98
moheft_green_energy,no_comm,755.89,39436.35,17637.82,21798.52
moheft_green_energy,no_comm,759.62,39602.54,17809.33,21793.21
moheft_green_energy,no_comm,768.36,40186.76,18394.61,21792.15
moheft_green_energy,no_comm,769.68,40238.85,18447.83,21791.03
moheft_green_energy,spread -period 2,279.1,33037.74,10036.84,23000.89
moheft_green_energy,spread -period 2,314.47,32984.85,11115.23,21869.62
moheft_green_energy,spread -period 2,315.93,33011.27,11154.75,21856.52
moheft_green_energy,spread -period 2,317.34,33105.25,11261.83,21843.42
moheft_green_energy,spread -period 2,320.21,33158.66,11328.34,21830.32
moheft_green_energy,spread -period 2,320.84,33161.12,11343.9,21817.22
moheft_green_energy,spread -period 2,323.08,33211.86,11407.74,21804.12
moheft_green_energy,spread -period 2,325.76,33237.03,11445.39,21791.64
moheft_green_energy,spread -period 2,326.03,33273.38,11494.84,21778.54
moheft_green_energy,spread -period 2,342.59,33016.74,11242.76,21773.98
moheft_green_energy,spread -period 2,360.61,33093.34,11321.72,21771.62
moheft_green_energy,random_nearest,193.74,34803.28,9612.25,25191.03
moheft_green_energy,random_nearest,196.54,34538.94,9704.76,24834.18
moheft_green_energy,random_nearest,235.44,33744.53,10395.92,23348.61
moheft_green_energy,random_nearest,239.18,33855.57,10518.07,23337.5
moheft_green_energy,random_nearest,239.91,33818.67,10481.45,23337.22
moheft_green_energy,random_nearest,240.35,33894.91,10558.25,23336.67
moheft_green_energy,random_nearest,240.58,33836.3,10506.04,23330.25
moheft_green_energy,random_nearest,240.66,33836.3,10515.59,23320.71
moheft_green_energy,random_nearest,244.09,33890.32,10577.94,23312.38
moheft_green_energy,random_nearest,244.38,33909.55,10609.0,23300.55
moheft_green_energy,random_nearest,244.65,33909.55,10612.55,23297.0
