Algoritmo,Topologia,Makespan(min),Energia Total (Kj),Energia Verde (kJ), Energia Marrom (Kj)
moheft_energy,stencil_1d,351.7,10001.48,3778.76,6222.72
moheft_energy,stencil_1d_periodic,193.57,32849.42,3096.5,29752.92
moheft_energy,stencil_1d_periodic,194.45,32774.28,3093.8,29680.48
moheft_energy,stencil_1d_periodic,194.49,32747.55,3093.8,29653.75
moheft_energy,stencil_1d_periodic,338.58,10699.88,4092.83,6607.05
moheft_energy,stencil_1d_periodic,344.38,10121.76,4017.33,6104.43
moheft_energy,stencil_1d_periodic,345.14,10084.32,4010.11,6074.2
moheft_energy,stencil_1d_periodic,345.58,10057.58,4010.11,6047.47
moheft_energy,stencil_1d_periodic,345.88,10052.65,4006.67,6045.98
moheft_energy,stencil_1d_periodic,346.55,10042.93,4010.11,6032.82
moheft_energy,stencil_1d_periodic,346.57,10042.67,4046.63,5996.04
moheft_energy,stencil_1d_periodic,347.75,10025.97,4034.92,5991.04
moheft_energy,dom,61.41,5282.63,644.93,4637.7
moheft_energy,dom,108.38,1794.83,1114.2,680.63
moheft_energy,dom,110.41,1793.61,1098.95,694.66
moheft_energy,dom,110.42,1789.93,1098.95,690.98
moheft_energy,dom,110.42,1767.93,1114.2,653.73
moheft_energy,dom,112.49,1766.74,1098.95,667.79
moheft_energy,dom,112.49,1752.56,1114.2,638.35
moheft_energy,dom,112.5,1741.07,1114.2,626.86
moheft_energy,dom,116.89,1730.0,1171.57,558.43
moheft_energy,dom,117.03,1724.56,1191.09,533.47
moheft_energy,dom,118.56,1720.07,1176.1,543.97
moheft_energy,tree,193.2,30666.45,3682.86,26983.6
moheft_energy,tree,322.91,11187.62,4040.16,7147.47
moheft_energy,tree,322.98,11154.64,4049.7,7104.93
moheft_energy,tree,323.08,11112.33,4062.5,7049.83
moheft_energy,tree,323.75,11046.03,4081.59,6964.44
moheft_energy,tree,326.19,11017.12,4081.59,6935.53
moheft_energy,tree,327.9,11004.14,4098.71,6905.43
moheft_energy,tree,330.95,10951.27,4065.21,6886.06
moheft_energy,tree,333.81,10942.87,4087.52,6855.35
moheft_energy,tree,339.6,10934.2,4093.93,6840.27
moheft_energy,tree,340.43,10933.91,4093.85,6840.06
moheft_energy,fft,192.89,31985.27,3241.48,28743.79
moheft_energy,fft,193.74,31877.47,3241.21,28636.25
moheft_energy,fft,193.77,31844.32,3248.06,28596.26
moheft_energy,fft,340.42,10403.19,4010.05,6393.14
moheft_energy,fft,340.82,10370.05,4006.46,6363.59
moheft_energy,fft,340.84,10340.85,3993.92,6346.93
moheft_energy,fft,344.98,10094.3,3955.34,6138.95
moheft_energy,fft,345.3,10082.91,3955.34,6127.56
moheft_energy,fft,345.41,10082.77,3982.3,6100.47
moheft_energy,fft,347.32,10060.37,3968.44,6091.93
moheft_energy,fft,348.17,10056.1,3968.44,6087.66
moheft_energy,nearest,196.27,32934.71,3224.61,29710.11
moheft_energy,nearest,196.32,32881.93,3222.03,29659.9
moheft_energy,nearest,196.36,32864.68,3222.03,29642.65
moheft_energy,nearest,196.56,32837.34,3219.45,29617.89
moheft_energy,nearest,196.73,32804.8,3235.96,29568.84
moheft_energy,nearest,196.94,32777.19,3233.38,29543.8
moheft_energy,nearest,196.98,32744.04,3233.38,29510.66
moheft_energy,nearest,338.75,11237.85,3937.75,7300.1
moheft_energy,nearest,354.7,9922.7,3835.67,6087.03
moheft_energy,nearest,357.69,9880.51,3819.59,6060.92
moheft_energy,nearest,357.75,9880.24,3819.59,6060.65
moheft_energy,no_comm,193.7,33758.49,3084.96,30673.53
moheft_energy,no_comm,334.33,11459.44,4284.55,7174.89
moheft_energy,no_comm,334.56,11432.1,4273.21,7158.9
moheft_energy,no_comm,335.81,11376.05,4259.79,7116.25
moheft_energy,no_comm,335.93,11370.7,4273.8,7096.9
moheft_energy,no_comm,350.64,9906.85,4107.01,5799.85
moheft_energy,no_comm,351.48,9903.34,4132.53,5770.81
moheft_energy,no_comm,351.47,9894.43,4111.34,5783.09
moheft_energy,no_comm,351.59,9890.38,4093.87,5796.52
moheft_energy,no_comm,354.88,9873.95,4092.07,5781.88
moheft_energy,spread -period 2,194.4,33165.46,3233.21,29932.24
moheft_energy,spread -period 2,194.56,33138.64,3230.51,29908.13
moheft_energy,spread -period 2,194.84,33111.91,3227.81,29884.1
moheft_energy,spread -period 2,345.3,10457.55,4070.85,6386.7
moheft_energy,spread -period 2,345.57,10442.3,4070.2,6372.1
moheft_energy,spread -period 2,346.08,10344.27,4026.09,6318.17
moheft_energy,spread -period 2,354.51,9590.5,3935.13,5655.37
moheft_energy,spread -period 2,355.71,9576.66,3935.13,5641.52
moheft_energy,spread -period 2,355.87,9564.75,3923.12,5641.63
moheft_energy,random_nearest,193.48,33321.5,3283.88,30037.63
moheft_energy,random_nearest,340.67,11848.97,4272.05,7576.92
moheft_energy,random_nearest,340.92,11846.91,4277.06,7569.86
moheft_energy,random_nearest,341.43,11834.14,4281.19,7552.94
moheft_energy,random_nearest,360.73,9690.67,4007.67,5683.0
moheft_energy,random_nearest,360.84,9690.38,4022.08,5668.3
moheft_energy,random_nearest,361.33,9663.51,4007.67,5655.84
moheft_energy,random_nearest,362.06,9650.97,4003.99,5646.98
moheft_energy,random_nearest,362.21,9620.3,4003.99,5616.3
moheft_energy,random_nearest,362.36,9618.08,4011.32,5606.76
moheft_energy,random_nearest,363.96,9615.63,3982.42,5633.21
moheft_green_energy,trivial,175.95,28266.96,5745.97,22520.99
moheft_green_energy,trivial,886.41,14209.74,10009.25,4200.49
moheft_green_energy,trivial,896.48,14209.83,10018.89,4190.94
moheft_green_energy,trivial,906.53,14209.92,10028.52,4181.4
moheft_green_energy,trivial,916.59,14210.01,10038.16,4171.85
moheft_green_energy,trivial,926.66,14210.1,10047.8,4162.3
moheft_green_energy,trivial,936.71,14210.19,10057.43,4152.76
moheft_green_energy,trivial,946.77,14210.28,10067.07,4143.21
moheft_green_energy,trivial,956.85,14210.37,10076.71,4133.66
moheft_green_energy,trivial,966.9,14210.46,10086.34,4124.12
moheft_green_energy,trivial,976.96,14210.55,10095.98,4114.57
moheft_green_energy,stencil_1d,211.38,29393.31,5198.45,24194.86
moheft_green_energy,stencil_1d,355.68,30218.24,8434.66,21783.58
moheft_green_energy,stencil_1d,358.72,30328.45,8546.57,21781.88
moheft_green_energy,stencil_1d,358.96,30324.39,8543.21,21781.19
moheft_green_energy,stencil_1d,360.27,30356.53,8576.64,21779.89
moheft_green_energy,stencil_1d,362.51,30425.43,8646.47,21778.96
moheft_green_energy,stencil_1d,362.52,30421.63,8643.62,21778.01
moheft_green_energy,stencil_1d,366.19,30587.49,8811.01,21776.48
moheft_green_energy,stencil_1d,368.79,30612.68,8837.74,21774.95
moheft_green_energy,stencil_1d,369.65,30624.25,8850.6,21773.65
moheft_green_energy,stencil_1d,374.01,30721.63,8948.99,21772.63
moheft_green_energy,stencil_1d_periodic,235.39,34318.6,5897.9,28420.7
moheft_green_energy,stencil_1d_periodic,414.98,34436.14,11945.83,22490.31
moheft_green_energy,stencil_1d_periodic,415.84,34477.27,11996.44,22480.83
moheft_green_energy,stencil_1d_periodic,416.01,34505.09,12027.87,22477.22
moheft_green_energy,stencil_1d_periodic,416.99,34505.09,12037.42,22467.68
moheft_green_energy,stencil_1d_periodic,418.22,34561.88,12103.34,22458.54
moheft_green_energy,stencil_1d_periodic,418.96,34561.79,12107.21,22454.58
moheft_green_energy,stencil_1d_periodic,420.75,34621.65,12174.31,22447.35
moheft_green_energy,stencil_1d_periodic,420.97,34621.56,12178.66,22442.89
moheft_green_energy,stencil_1d_periodic,421.26,34641.89,12202.59,22439.3
moheft_green_energy,stencil_1d_periodic,421.96,34620.42,12191.62,22428.8
moheft_green_energy,dom,60.92,6507.39,708.92,5798.47
moheft_green_energy,dom,233.77,2513.67,2481.14,32.53
moheft_green_energy,dom,245.06,2543.59,2520.58,23.01
moheft_green_energy,dom,245.76,2546.07,2527.57,18.5
moheft_green_energy,dom,256.96,2637.11,2628.51,8.6
moheft_green_energy,dom,256.97,2637.11,2630.87,6.24
moheft_green_energy,dom,268.96,2654.1,2648.86,5.25
moheft_green_energy,dom,272.17,2645.04,2641.6,3.44
moheft_green_energy,dom,275.26,2676.48,2674.28,2.2
moheft_green_energy,dom,290.23,2695.42,2694.18,1.24
moheft_green_energy,dom,309.7,2717.47,2717.47,0.0
moheft_green_energy,tree,193.57,31200.6,4867.22,26333.38
moheft_green_energy,tree,217.44,31197.68,5558.96,25638.72
moheft_green_energy,tree,217.59,31197.68,5568.51,25629.17
moheft_green_energy,tree,217.98,31197.68,5578.06,25619.63
moheft_green_energy,tree,218.72,31222.94,5614.34,25608.6
moheft_green_energy,tree,253.93,29799.15,6728.56,23070.59
moheft_green_energy,tree,254.19,29835.65,6780.42,23055.23
moheft_green_energy,tree,257.24,29908.83,6860.7,23048.12
moheft_green_energy,tree,257.79,29943.39,6911.91,23031.49
moheft_green_energy,tree,257.91,29943.39,6915.46,23027.93
moheft_green_energy,tree,258.17,29971.26,6944.21,23027.05
moheft_green_energy,fft,277.24,30266.91,6754.95,23511.96
moheft_green_energy,fft,931.47,17770.16,15747.4,2022.76
moheft_green_energy,fft,932.9,17882.63,15859.96,2022.67
moheft_green_energy,fft,934.82,18018.83,16018.7,2000.13
moheft_green_energy,fft,935.78,18103.11,16104.23,1998.88
moheft_green_energy,fft,938.7,18134.76,16142.47,1992.3
moheft_green_energy,fft,939.42,17994.8,16003.75,1991.05
moheft_green_energy,fft,943.16,18165.01,16177.5,1987.52
moheft_green_energy,fft,947.99,18199.29,16213.34,1985.95
moheft_green_energy,fft,949.49,18197.68,16212.68,1985.0
moheft_green_energy,fft,952.91,18239.0,16260.46,1978.55
moheft_green_energy,nearest,288.49,28914.11,6834.06,22080.05
moheft_green_energy,nearest,288.62,28916.27,6836.42,22079.85
moheft_green_energy,nearest,290.2,28934.1,6856.16,22077.94
moheft_green_energy,nearest,295.41,28983.87,6910.91,22072.97
moheft_green_energy,nearest,295.5,29005.24,6934.06,22071.19
moheft_green_energy,nearest,296.62,28976.44,6907.16,22069.28
moheft_green_energy,nearest,1068.35,18510.22,17756.67,753.55
moheft_green_energy,nearest,1083.54,18314.71,17984.82,329.89
moheft_green_energy,nearest,1084.07,18328.97,18008.62,320.34
moheft_green_energy,nearest,1084.87,18334.5,18023.71,310.8
moheft_green_energy,nearest,1088.37,18289.48,17981.29,308.2
moheft_green_energy,no_comm,230.97,35134.68,5472.41,29662.27
moheft_green_energy,no_comm,473.31,33953.72,11662.49,22291.23
moheft_green_energy,no_comm,475.32,34005.39,11727.13,22278.26
moheft_green_energy,no_comm,480.96,34095.87,11829.89,22265.98
moheft_green_energy,no_comm,485.32,34197.9,11934.62,22263.28
moheft_green_energy,no_comm,488.4,34273.49,12010.86,22262.63
moheft_green_energy,no_comm,495.21,34267.26,12007.22,22260.04
moheft_green_energy,no_comm,509.57,34435.21,12178.56,22256.64
moheft_green_energy,no_comm,509.61,34403.83,12147.28,22256.56
moheft_green_energy,no_comm,512.99,34445.64,12193.26,22252.38
moheft_green_energy,no_comm,513.39,34446.82,12194.81,22252.01
moheft_green_energy,spread -period 2,292.77,33902.71,6852.57,27050.14
moheft_green_energy,spread -period 2,354.98,33621.1,8607.43,25013.68
moheft_green_energy,spread -period 2,355.89,33649.93,8640.01,25009.91
moheft_green_energy,spread -period 2,357.1,33694.0,8686.97,25007.03
moheft_green_energy,spread -period 2,357.13,33691.82,8687.58,25004.23
moheft_green_energy,spread -period 2,357.25,33686.37,8683.43,25002.94
moheft_green_energy,spread -period 2,892.92,20215.49,16625.65,3589.84
moheft_green_energy,spread -period 2,893.04,20188.87,16625.65,3563.21
moheft_green_energy,spread -period 2,893.14,20188.87,16636.72,3552.14
moheft_green_energy,spread -period 2,893.47,20193.57,16645.97,3547.6
moheft_green_energy,spread -period 2,894.1,20287.41,16777.45,3509.96
moheft_green_energy,random_nearest,332.32,31945.57,8250.11,23695.47
moheft_green_energy,random_nearest,342.98,31644.94,8513.27,23131.67
moheft_green_energy,random_nearest,345.04,31682.21,8554.79,23127.42
moheft_green_energy,random_nearest,345.57,31688.15,8562.11,23126.04
moheft_green_energy,random_nearest,346.29,31700.71,8574.86,23125.85
moheft_green_energy,random_nearest,349.02,31748.36,8625.02,23123.34
moheft_green_energy,random_nearest,352.25,31811.92,8688.89,23123.03
moheft_green_energy,random_nearest,352.91,31797.11,8674.79,23122.32
moheft_green_energy,random_nearest,353.67,31810.53,8688.68,23121.86
moheft_green_energy,random_nearest,1102.7,17395.15,15756.76,1638.39
moheft_green_energy,random_nearest,1114.71,17630.76,16245.41,1385.35
